Date,Close
1/2/2015 16:00:00,85.9
1/5/2015 16:00:00,85.65
1/6/2015 16:00:00,86.31
1/7/2015 16:00:00,88.6
1/8/2015 16:00:00,90.47
1/9/2015 16:00:00,89.35
1/12/2015 16:00:00,90.02
1/13/2015 16:00:00,89.31
1/14/2015 16:00:00,86.61
1/15/2015 16:00:00,87.38
1/16/2015 16:00:00,86.77
1/20/2015 16:00:00,86.69
1/21/2015 16:00:00,86.64
1/22/2015 16:00:00,88.3
1/23/2015 16:00:00,88.51
1/26/2015 16:00:00,88.63
1/27/2015 16:00:00,87.53
1/28/2015 16:00:00,86.82
1/29/2015 16:00:00,87.72
1/30/2015 16:00:00,84.98
2/2/2015 16:00:00,85.71
2/3/2015 16:00:00,86.19
2/4/2015 16:00:00,86.65
2/5/2015 16:00:00,87.28
2/6/2015 16:00:00,87.33
2/9/2015 16:00:00,85.91
2/10/2015 16:00:00,87.29
2/11/2015 16:00:00,86.34
2/12/2015 16:00:00,85.89
2/13/2015 16:00:00,85.81
2/17/2015 16:00:00,85.96
2/18/2015 16:00:00,86.29
2/19/2015 16:00:00,83.52
2/20/2015 16:00:00,84.3
2/23/2015 16:00:00,84.6
2/24/2015 16:00:00,84.57
2/25/2015 16:00:00,83.57
2/26/2015 16:00:00,83.8
2/27/2015 16:00:00,83.93
3/2/2015 16:00:00,83.96
3/3/2015 16:00:00,83.37
3/4/2015 16:00:00,82.58
3/5/2015 16:00:00,83.57
3/6/2015 16:00:00,82.59
3/9/2015 16:00:00,82.88
3/10/2015 16:00:00,82.07
3/11/2015 16:00:00,80.69
3/12/2015 16:00:00,81.9
3/13/2015 16:00:00,81.9
3/16/2015 16:00:00,83.29
3/17/2015 16:00:00,82.62
3/18/2015 16:00:00,82.53
3/19/2015 16:00:00,81.52
3/20/2015 16:00:00,83.24
3/23/2015 16:00:00,83.31
3/24/2015 16:00:00,83.05
3/25/2015 16:00:00,81.32
3/26/2015 16:00:00,81.89
3/27/2015 16:00:00,81.35
3/30/2015 16:00:00,82.53
3/31/2015 16:00:00,82.25
4/1/2015 16:00:00,80.71
4/2/2015 16:00:00,80.73
4/6/2015 16:00:00,80.99
4/7/2015 16:00:00,80.5
4/8/2015 16:00:00,81.03
4/9/2015 16:00:00,80.84
4/10/2015 16:00:00,80.65
4/13/2015 16:00:00,80.29
4/14/2015 16:00:00,80.15
4/15/2015 16:00:00,79.74
4/16/2015 16:00:00,79.24
4/17/2015 16:00:00,77.88
4/20/2015 16:00:00,78.14
4/21/2015 16:00:00,78.03
4/22/2015 16:00:00,78.43
4/23/2015 16:00:00,79.18
4/24/2015 16:00:00,79.84
4/27/2015 16:00:00,79.37
4/28/2015 16:00:00,79.1
4/29/2015 16:00:00,77.88
4/30/2015 16:00:00,78.05
5/1/2015 16:00:00,78.6
5/4/2015 16:00:00,79.18
5/5/2015 16:00:00,78.13
5/6/2015 16:00:00,77.65
5/7/2015 16:00:00,78.03
5/8/2015 16:00:00,78.53
5/11/2015 16:00:00,78.1
5/12/2015 16:00:00,78.96
5/13/2015 16:00:00,78.16
5/14/2015 16:00:00,78.72
5/15/2015 16:00:00,79.24
5/18/2015 16:00:00,79.92
5/19/2015 16:00:00,76.43
5/20/2015 16:00:00,75.9
5/21/2015 16:00:00,76.11
5/22/2015 16:00:00,75.86
5/26/2015 16:00:00,74.9
5/27/2015 16:00:00,75.19
5/28/2015 16:00:00,74.84
5/29/2015 16:00:00,74.27
6/1/2015 16:00:00,74.73
6/2/2015 16:00:00,74.53
6/3/2015 16:00:00,74.89
6/4/2015 16:00:00,74.15
6/5/2015 16:00:00,73.06
6/8/2015 16:00:00,72.61
6/9/2015 16:00:00,72.47
6/10/2015 16:00:00,72.93
6/11/2015 16:00:00,72.94
6/12/2015 16:00:00,72.43
6/15/2015 16:00:00,71.93
6/16/2015 16:00:00,72.35
6/17/2015 16:00:00,72.73
6/18/2015 16:00:00,72.98
6/19/2015 16:00:00,72.74
6/22/2015 16:00:00,72.79
6/23/2015 16:00:00,72.57
6/24/2015 16:00:00,72.38
6/25/2015 16:00:00,71.86
6/26/2015 16:00:00,72.12
6/29/2015 16:00:00,71.42
6/30/2015 16:00:00,70.93
7/1/2015 16:00:00,71.88
7/2/2015 16:00:00,71.86
7/6/2015 16:00:00,72.53
7/7/2015 16:00:00,73.79
7/8/2015 16:00:00,73.06
7/9/2015 16:00:00,72.78
7/10/2015 16:00:00,73.12
7/13/2015 16:00:00,73.88
7/14/2015 16:00:00,73.79
7/15/2015 16:00:00,73.65
7/16/2015 16:00:00,73.83
7/17/2015 16:00:00,73.39
7/20/2015 16:00:00,73.1
7/21/2015 16:00:00,72.74
7/22/2015 16:00:00,73.16
7/23/2015 16:00:00,72.51
7/24/2015 16:00:00,71.58
7/27/2015 16:00:00,71.38
7/28/2015 16:00:00,72.1
7/29/2015 16:00:00,72.23
7/30/2015 16:00:00,72.16
7/31/2015 16:00:00,71.98
8/3/2015 16:00:00,72.18
8/4/2015 16:00:00,72.25
8/5/2015 16:00:00,73.51
8/6/2015 16:00:00,72.79
8/7/2015 16:00:00,71.25
8/10/2015 16:00:00,71.48
8/11/2015 16:00:00,71.93
8/12/2015 16:00:00,72.58
8/13/2015 16:00:00,72.11
8/14/2015 16:00:00,72.38
8/17/2015 16:00:00,71.91
8/18/2015 16:00:00,69.48
8/19/2015 16:00:00,68.57
8/20/2015 16:00:00,68.43
8/21/2015 16:00:00,66.54
8/24/2015 16:00:00,63.95
8/25/2015 16:00:00,63.1
8/26/2015 16:00:00,64.83
8/27/2015 16:00:00,66.08
8/28/2015 16:00:00,64.94
8/31/2015 16:00:00,64.73
9/1/2015 16:00:00,63.82
9/2/2015 16:00:00,64.44
9/3/2015 16:00:00,64.86
9/4/2015 16:00:00,63.89
9/8/2015 16:00:00,66.38
9/9/2015 16:00:00,65.12
9/10/2015 16:00:00,64.12
9/11/2015 16:00:00,64.65
9/14/2015 16:00:00,64.28
9/15/2015 16:00:00,64.32
9/16/2015 16:00:00,64.69
9/17/2015 16:00:00,64.47
9/18/2015 16:00:00,63.34
9/21/2015 16:00:00,63.72
9/22/2015 16:00:00,63.59
9/23/2015 16:00:00,63.72
9/24/2015 16:00:00,63.83
9/25/2015 16:00:00,63.78
9/28/2015 16:00:00,63.66
9/29/2015 16:00:00,63.78
9/30/2015 16:00:00,64.84
10/1/2015 16:00:00,64.27
10/2/2015 16:00:00,64.98
10/5/2015 16:00:00,65.87
10/6/2015 16:00:00,65.68
10/7/2015 16:00:00,66.36
10/8/2015 16:00:00,66.88
10/9/2015 16:00:00,66.69
10/12/2015 16:00:00,66.93
10/13/2015 16:00:00,66.73
10/14/2015 16:00:00,60.03
10/15/2015 16:00:00,59.33
10/16/2015 16:00:00,58.89
10/19/2015 16:00:00,58.85
10/20/2015 16:00:00,58.75
10/21/2015 16:00:00,58.64
10/22/2015 16:00:00,58.9
10/23/2015 16:00:00,58.3
10/26/2015 16:00:00,58.02
10/27/2015 16:00:00,57.48
10/28/2015 16:00:00,57.64
10/29/2015 16:00:00,57.96
10/30/2015 16:00:00,57.24
11/2/2015 16:00:00,57.61
11/3/2015 16:00:00,58.11
11/4/2015 16:00:00,58.37
11/5/2015 16:00:00,58.61
11/6/2015 16:00:00,58.78
11/9/2015 16:00:00,58.49
11/10/2015 16:00:00,58.68
11/11/2015 16:00:00,57.58
11/12/2015 16:00:00,56.95
11/13/2015 16:00:00,56.42
11/16/2015 16:00:00,57.87
11/17/2015 16:00:00,59.92
11/18/2015 16:00:00,60.93
11/19/2015 16:00:00,60.7
11/20/2015 16:00:00,60.07
11/23/2015 16:00:00,60.26
11/24/2015 16:00:00,59.92
11/25/2015 16:00:00,60.24
11/27/2015 16:00:00,59.89
11/30/2015 16:00:00,58.84
12/1/2015 16:00:00,58.99
12/2/2015 16:00:00,58.35
12/3/2015 16:00:00,59.04
12/4/2015 16:00:00,59.66
12/7/2015 16:00:00,60.5
12/8/2015 16:00:00,59.61
12/9/2015 16:00:00,59.13
12/10/2015 16:00:00,59.56
12/11/2015 16:00:00,59.36
12/14/2015 16:00:00,60.39
12/15/2015 16:00:00,59.64
12/16/2015 16:00:00,60.3
12/17/2015 16:00:00,58.98
12/18/2015 16:00:00,58.85
12/21/2015 16:00:00,59.55
